origin,job_original,populations_original,origin_DA_id,job_increase
30001001,10175.0,31946.0,35200468,0.0
13461353,136400.0,311798.0,35204528,90060.0
13453164,10315.0,27617.0,35202367,54505.0
13461363,420.0,3681.0,35201804,0.0
13453176,10220.0,27571.0,35202125,32385.0
14043001,56105.0,147863.0,35204189,8950.0
14043001,56105.0,147863.0,35204190,8950.0
13453181,545.0,1814.0,35202162,0.0
13444992,955.0,9582.0,35203723,0.0
13444993,900.0,9618.0,35203729,0.0
13453191,9935.0,27416.0,35202392,39250.0
13461385,225825.0,302587.0,35204498,27850.0
13461387,74525.0,245149.0,35203995,0.0
13461392,141850.0,275318.0,35200586,0.0
14673810,431245.0,341122.0,35204607,97490.0
13461400,610.0,953.0,35201080,490530.0
20039578,105640.0,301020.0,35202231,62180.0
30017431,467110.0,432484.0,35202812,83645.0
30066584,41200.0,194602.0,35204765,0.0
13445021,585.0,2960.0,35202503,0.0
13453214,110.0,627.0,35203451,0.0
13453216,145.0,1025.0,35200460,0.0
30042014,31040.0,76971.0,35201466,8950.0
20039589,96290.0,284780.0,35202226,36935.0
13461414,223080.0,300939.0,35204499,27850.0
30025641,190.0,3152.0,35203958,0.0
30009258,10410.0,29099.0,35204670,0.0
13461424,120.0,1194.0,35201806,0.0
13453236,12785.0,35183.0,35203442,0.0
13453237,13120.0,38410.0,35202358,16340.0
13469622,1400.0,861.0,35201519,0.0
13461431,38150.0,165114.0,35201200,1170.0
13461436,395760.0,290792.0,35202804,49110.0
14043075,111395.0,267579.0,35201187,1170.0
13469636,10540.0,29786.0,35201522,0.0
30033859,150.0,1246.0,35202599,0.0
30017478,440040.0,355027.0,35200900,97295.0
14043079,409490.0,292421.0,35204019,82115.0
30099403,13285.0,38988.0,35202353,33950.0
13445085,280.0,6546.0,35204030,0.0
30058462,135.0,2347.0,35200138,0.0
30009311,1455.0,9409.0,35201620,0.0
14018527,213525.0,281927.0,35201449,16745.0
13445090,6340.0,22906.0,35202450,0.0
13453276,3335.0,9535.0,35202701,0.0
13445093,910.0,9352.0,35204236,0.0
20080615,3700.0,15598.0,35200538,0.0
13453296,2965.0,8469.0,35203087,0.0
14051314,211795.0,289125.0,35200714,33390.0
30058485,0.0,1484.0,35200133,0.0
13461496,320.0,3615.0,35201719,0.0
13461497,2920.0,24229.0,35202997,0.0
30001151,340.0,3969.0,35201825,0.0
13461503,52025.0,194653.0,35201196,1855.0
13445121,235.0,2602.0,35203649,0.0
14198790,19060.0,80439.0,35201387,0.0
14051334,88780.0,213383.0,35201371,0.0
13461530,420.0,3715.0,35201721,0.0
13445147,955.0,9548.0,35203730,0.0
13469726,10985.0,29561.0,35204762,0.0
13445153,1725.0,5870.0,35200223,0.0
13461539,364055.0,322283.0,35203819,29345.0
14018597,210195.0,276822.0,35201450,16570.0
13461542,237355.0,368469.0,35204523,1675.0
30009386,1440.0,9659.0,35203111,0.0
13453357,450.0,4253.0,35201847,0.0
13453362,13290.0,38645.0,35202355,35400.0
14673983,103070.0,220004.0,35201375,0.0
13445185,620.0,7653.0,35204121,0.0
30099523,0.0,576.0,35202748,0.0
13461575,24550.0,88675.0,35204452,0.0
13453387,10215.0,27624.0,35202126,35590.0
13461581,2930.0,22434.0,35204068,0.0
13469776,10975.0,29908.0,35204678,0.0
13445212,6245.0,22144.0,35202443,0.0
13461596,24030.0,125547.0,35203244,0.0
13461602,48105.0,218800.0,35200681,0.0
13453412,13300.0,38996.0,35202356,27560.0
14018669,183055.0,246418.0,35201412,11280.0
13453424,10380.0,27937.0,35202390,52620.0
13445235,6295.0,22826.0,35200328,0.0
13461627,163760.0,318738.0,35204524,6485.0
13445245,1600.0,4221.0,35202510,0.0
14018686,211330.0,280758.0,35201413,16570.0
13445247,635.0,9334.0,35202587,0.0
13461632,238655.0,373844.0,35204522,1675.0
13445251,3910.0,38977.0,35200252,0.0
13453447,610.0,2042.0,35202166,0.0
13461645,41885.0,186184.0,35203888,0.0
20154511,466355.0,417699.0,35200907,99885.0
13445270,1265.0,5447.0,35200222,0.0
14043288,82525.0,200274.0,35201322,0.0
13445272,3815.0,39256.0,35200251,0.0
13453471,10190.0,27779.0,35202369,57300.0
30042272,183370.0,270269.0,35204013,2285.0
13453481,0.0,1349.0,35201966,0.0
13453484,10380.0,27788.0,35202370,61470.0
13453487,10220.0,27786.0,35202127,33950.0
30107824,468315.0,426278.0,35201030,99540.0
13445297,235.0,2196.0,35203637,0.0
13461682,45495.0,211034.0,35203881,0.0
13461683,42400.0,194294.0,35203889,0.0
13453494,0.0,1002.0,35203079,0.0
30034103,59575.0,122053.0,35204265,360.0
13445305,235.0,1840.0,35203636,0.0
13469893,6215.0,30871.0,35204693,185.0
14018769,342165.0,291872.0,35201414,44695.0
13445335,3910.0,39133.0,35200197,0.0
13445337,625.0,9458.0,35204790,0.0
13453530,0.0,903.0,35203082,0.0
14043358,82735.0,189232.0,35201408,0.0
13469921,215.0,823.0,35204683,0.0
13453538,0.0,773.0,35203282,0.0
13461732,468655.0,446598.0,35202879,83745.0
13461734,36300.0,158507.0,35203240,0.0
13453539,3560.0,9430.0,35202700,0.0
13445352,485.0,7477.0,35200308,0.0
13445358,3705.0,39001.0,35200196,0.0
13469935,6100.0,30816.0,35204692,185.0
14018811,342515.0,292925.0,35201444,45045.0
13461759,21655.0,82527.0,35201241,0.0
13461760,375.0,841.0,35201079,502805.0
13453568,12510.0,31712.0,35203443,0.0
13469963,75.0,878.0,35204681,0.0
13453592,70.0,572.0,35202086,0.0
13461784,145935.0,274573.0,35200584,0.0
13453591,0.0,1165.0,35203479,0.0
13461789,24635.0,89226.0,35201240,0.0
13461791,44775.0,210284.0,35200680,0.0
13453605,2965.0,8062.0,35203086,0.0
20048165,3690.0,14863.0,35204696,185.0
13461803,139115.0,267639.0,35200585,0.0
30009644,2355.0,16590.0,35204359,0.0
14043439,55920.0,202945.0,35204012,1170.0
13461809,154640.0,307911.0,35204526,19980.0
13461815,401560.0,339171.0,35200744,57985.0
13453631,2965.0,8199.0,35204471,0.0
13461835,22090.0,111301.0,35203243,0.0
13470037,6215.0,31356.0,35204684,185.0
13453654,345.0,4026.0,35201846,0.0
14666070,39065.0,180397.0,35203512,0.0
13445465,705.0,9626.0,35202588,0.0
13461852,220.0,1192.0,35203001,0.0
13453661,0.0,971.0,35203080,0.0
13453667,13075.0,38861.0,35202374,21545.0
13461859,3000.0,24409.0,35202988,0.0
13445488,565.0,8770.0,35204171,0.0
13461875,41430.0,184651.0,35200661,0.0
13461879,370.0,3624.0,35201718,0.0
13445496,6340.0,22834.0,35200331,0.0
30091641,1405.0,3864.0,35201886,0.0
13461880,22410.0,85311.0,35201388,0.0
13453691,280.0,4130.0,35201844,0.0
13453693,10090.0,27581.0,35202389,49210.0
20048252,80.0,1866.0,35204697,3840.0
13453695,60.0,4337.0,35203444,0.0
13461895,153305.0,304920.0,35204525,11330.0
13461897,3000.0,24210.0,35202991,0.0
14043539,101170.0,211640.0,35201323,400.0
14043539,101170.0,211640.0,35201324,400.0
13470100,70.0,1641.0,35201597,0.0
13461912,42935.0,204810.0,35200682,0.0
13445531,620.0,9438.0,35202535,0.0
13461917,403445.0,344577.0,35200740,57830.0
13445535,3295.0,1702.0,35202594,0.0
13453731,2830.0,8473.0,35200456,0.0
13453734,0.0,773.0,35203280,0.0
13461932,25485.0,93196.0,35201390,0.0
20040108,525.0,4932.0,35204341,0.0
13453745,2870.0,4879.0,35203071,0.0
13470133,6160.0,30537.0,35204689,185.0
13445558,45.0,314.0,35203363,0.0
13453751,6545.0,8610.0,35202176,0.0
30083511,620.0,6861.0,35203340,0.0
13461952,41935.0,194591.0,35203890,0.0
13470149,6015.0,30899.0,35201548,185.0
14019016,343200.0,297757.0,35200929,45340.0
13470157,6140.0,30719.0,35201541,185.0
13461966,463020.0,412869.0,35202806,91105.0
13445584,3910.0,39092.0,35200250,0.0
13461972,33060.0,149037.0,35203241,0.0
13470167,1060.0,1865.0,35201598,0.0
13461980,467355.0,429067.0,35200752,84565.0
14043613,54435.0,198109.0,35201182,1170.0
13461982,3000.0,24321.0,35202986,0.0
30091746,6285.0,6033.0,35202433,0.0
13470188,50.0,1122.0,35201595,0.0
14019054,346555.0,307697.0,35200943,52115.0
13445614,575.0,7437.0,35200266,0.0
13453807,185.0,625.0,35204805,0.0
13470196,1130.0,1722.0,35201599,0.0
30001653,1750.0,24049.0,35201868,0.0
13445629,550.0,4656.0,35200309,0.0
13462014,270.0,3556.0,35201717,0.0
13462019,471790.0,448344.0,35200753,84145.0
13453828,450.0,3936.0,35201849,0.0
13462021,55.0,404.0,35201722,0.0
13445637,195.0,2813.0,35204028,0.0
13453834,175.0,4381.0,35203445,0.0
13445645,550.0,4685.0,35200310,0.0
13445647,3675.0,39046.0,35200249,0.0
13453840,6545.0,8415.0,35202177,0.0
13445650,6340.0,22833.0,35200329,0.0
13462030,36845.0,163976.0,35203237,0.0
13462040,21750.0,83959.0,35201389,0.0
30108188,10990.0,29706.0,35201521,0.0
13453856,13385.0,39086.0,35202354,34455.0
13453859,2740.0,8166.0,35204472,0.0
13462051,418765.0,354168.0,35201109,96320.0
13445675,1375.0,1612.0,35202592,0.0
13470252,6225.0,31423.0,35201542,185.0
30100012,2090.0,13334.0,35202753,0.0
13462063,397765.0,336317.0,35201111,66830.0
13470253,6195.0,30995.0,35204690,185.0
13453873,6405.0,8335.0,35202178,0.0
13453878,1695.0,1078.0,35202149,0.0
14043704,133825.0,229451.0,35204572,0.0
30108218,224950.0,306157.0,35200959,19025.0
30059065,395.0,3877.0,35203708,0.0
13453884,175.0,4323.0,35203447,0.0
13462079,443010.0,381525.0,35201076,95230.0
13445704,175.0,1969.0,35202441,0.0
13470281,3500.0,15184.0,35201605,0.0
13462095,41865.0,193992.0,35203891,0.0
13453913,57725.0,90508.0,35202699,0.0
13445724,570.0,8566.0,35203951,0.0
20146785,70.0,519.0,35203503,0.0
13453923,0.0,427.0,35203480,0.0
13453923,0.0,427.0,35204773,0.0
13470308,3440.0,15183.0,35201602,0.0
14019174,413325.0,320323.0,35201435,81550.0
13453929,115.0,4013.0,35203448,0.0
14068333,134985.0,309870.0,35202232,37300.0
13470319,385.0,1199.0,35201592,0.0
13445744,2605.0,34558.0,35200263,0.0
14019186,434975.0,356564.0,35201432,92790.0
13445750,0.0,344.0,35203362,0.0
13445754,6215.0,6844.0,35202589,0.0
14019203,435420.0,358366.0,35201438,93210.0
30108292,38170.0,173726.0,35200675,0.0
13462148,420.0,3733.0,35201724,0.0
13470342,1865.0,1179.0,35201589,0.0
13445766,6665.0,20888.0,35202436,0.0
20048534,3990.0,16691.0,35201552,185.0
13462169,389845.0,332332.0,35201112,68660.0
30108314,0.0,2757.0,35203034,0.0
13462171,224785.0,298437.0,35200711,27850.0
13445788,660.0,9555.0,35200232,0.0
13470368,6195.0,31950.0,35201557,185.0
13462176,2960.0,24405.0,35202989,0.0
13462180,19125.0,80649.0,35201398,0.0
14068388,167225.0,326575.0,35204517,1170.0
13462182,37820.0,171870.0,35203800,0.0
13453993,10185.0,27653.0,35202128,38410.0
13462186,42325.0,194967.0,35200679,0.0
13462188,212805.0,291090.0,35200713,33390.0
30059183,175.0,3657.0,35200114,0.0
13470384,6805.0,33038.0,35201545,185.0
13462195,38685.0,176945.0,35200660,0.0
14043832,105500.0,250800.0,35201141,1170.0
30091963,0.0,922.0,35203081,0.0
30059196,435.0,8760.0,35203610,0.0
13454019,0.0,516.0,35202373,0.0
13462212,39975.0,183160.0,35200659,0.0
14068424,136465.0,314276.0,35202230,76885.0
13462218,420.0,3699.0,35201723,0.0
13454027,10320.0,27765.0,35202391,58070.0
13445835,6340.0,22750.0,35200330,0.0
13454034,385.0,4230.0,35201845,0.0
13470421,3595.0,15660.0,35201604,80.0
13462234,445.0,1016.0,35201081,512955.0
13470429,185.0,1782.0,35204699,4085.0
30092001,1825.0,24345.0,35201893,0.0
13462243,38860.0,176919.0,35200662,0.0
13462246,465910.0,419131.0,35203848,81135.0
13462253,416290.0,356524.0,35204089,70010.0
13470450,105.0,1164.0,35204700,4085.0
13454067,2870.0,4876.0,35203073,0.0
13445876,525.0,2784.0,35204214,0.0
13445877,6455.0,7458.0,35202590,0.0
13454076,2490.0,16611.0,35203279,0.0
13445886,490.0,6905.0,35200267,0.0
13470473,3990.0,15403.0,35201559,185.0
13454089,95.0,627.0,35203483,0.0
30042893,11930.0,42790.0,35204675,185.0
13454101,13265.0,39094.0,35204263,50870.0
14191391,3850.0,39035.0,35200200,0.0
30092081,145.0,3475.0,35201793,0.0
13445940,6730.0,20840.0,35202439,0.0
30108468,0.0,973.0,35203044,0.0
13454134,225.0,1421.0,35201963,0.0
14043960,82295.0,188256.0,35201350,0.0
13445944,660.0,9924.0,35200239,0.0
13462334,37935.0,163214.0,35201179,1170.0
14117695,349230.0,319002.0,35200954,52115.0
13462337,25580.0,93571.0,35201243,0.0
30026558,406305.0,291673.0,35200805,82115.0
14019394,30375.0,67266.0,35201447,8950.0
30108478,0.0,785.0,35203045,0.0
13462342,22280.0,84287.0,35201242,0.0
13462348,404280.0,348088.0,35204556,57830.0
13445965,3295.0,1135.0,35202591,0.0
13470543,4085.0,16622.0,35201555,185.0
13445973,3910.0,39035.0,35200264,0.0
13454166,10380.0,27789.0,35202344,69395.0
30100310,0.0,846.0,35204353,0.0
13470557,4145.0,16754.0,35201585,185.0
13470560,4145.0,16679.0,35201554,185.0
13462383,24635.0,88773.0,35201384,0.0
13454192,0.0,773.0,35203281,0.0
13470583,3990.0,15969.0,35201556,185.0
13470583,3990.0,15969.0,35201558,185.0
13454205,1095.0,4673.0,35203074,0.0
13454211,10285.0,27764.0,35202387,49630.0
13462405,420455.0,359477.0,35200979,95295.0
13454218,0.0,773.0,35203273,0.0
13462410,33810.0,151114.0,35203238,0.0
30091788,2700.0,23713.0,35202984,0.0
13462414,41010.0,185892.0,35200677,0.0
13454223,6490.0,7927.0,35202180,0.0
13454226,2495.0,15045.0,35203786,0.0
20040596,1830.0,24281.0,35201916,0.0
13454237,13335.0,39030.0,35202352,59925.0
13470622,4100.0,16874.0,35201563,185.0
13462431,366815.0,328967.0,35201155,66565.0
13462434,2960.0,24386.0,35202987,0.0
13470628,4145.0,16873.0,35201570,185.0
13454245,10310.0,27622.0,35202376,60065.0
13462448,3000.0,24510.0,35202995,0.0
13470641,4095.0,16607.0,35201591,185.0
13454257,10250.0,27796.0,35202129,38410.0
13462451,37470.0,168685.0,35203235,0.0
13454260,0.0,670.0,35203484,0.0
13462457,36365.0,159222.0,35203236,0.0
30100419,590.0,1431.0,35203716,0.0
13470660,4015.0,16790.0,35201569,185.0
14011335,388875.0,326672.0,35201000,61085.0
13446090,120.0,426.0,35203656,0.0
14674894,474525.0,438229.0,35204622,95080.0
30059472,200.0,2913.0,35203322,0.0
13470673,3925.0,16557.0,35201575,185.0
20040659,6770.0,20964.0,35204309,0.0
13470676,4145.0,16751.0,35201571,185.0
14254071,56805.0,151276.0,35204871,8950.0
13454300,6545.0,8440.0,35202179,0.0
20040670,1115.0,1669.0,35204312,0.0
13454304,18105.0,91304.0,35200475,0.0
13446117,585.0,9802.0,35200246,0.0
13454312,1150.0,5141.0,35202150,0.0
14011372,419050.0,354079.0,35201012,90310.0
13462509,40015.0,177408.0,35200663,0.0
13446125,450.0,9820.0,35200235,0.0
13454322,1785.0,24406.0,35202094,0.0
13454323,2750.0,16768.0,35203278,0.0
13470707,4000.0,16780.0,35201577,185.0
13470709,4145.0,16779.0,35201574,185.0
13446135,6260.0,22753.0,35200333,0.0
13470712,4080.0,16057.0,35201573,185.0
13470715,4145.0,16833.0,35201578,185.0
13462529,300.0,3266.0,35201725,0.0
13470722,4065.0,16149.0,35201579,185.0
13470723,4060.0,16763.0,35201572,185.0
20040712,420.0,3926.0,35204196,0.0
30018570,220.0,2646.0,35203945,0.0
13454355,13235.0,39004.0,35202348,64705.0
13462549,400900.0,340218.0,35201156,64895.0
13446165,3910.0,39013.0,35200262,0.0
30092315,110.0,1032.0,35201781,0.0
13446171,3770.0,36360.0,35204272,0.0
13470750,4145.0,16870.0,35201580,185.0
13462559,38670.0,175935.0,35203801,0.0
20098080,360015.0,313612.0,35203820,28355.0
14011429,410225.0,348307.0,35201007,88200.0
13446183,585.0,9489.0,35200245,0.0
13454397,10245.0,27744.0,35202346,70460.0
13462589,130985.0,258605.0,35203877,0.0
13462590,474200.0,458209.0,35202878,84195.0
14019656,1455.0,1455.0,35200868,0.0
30002253,3815.0,38909.0,35200087,0.0
30100557,655.0,4644.0,35204345,0.0
13446222,6770.0,21037.0,35204705,0.0
13446232,210.0,2176.0,35200334,0.0
13462617,471975.0,445657.0,35203849,84295.0
30002269,3810.0,38763.0,35200092,0.0
13446237,660.0,9765.0,35200234,0.0
13454431,135.0,1403.0,35201964,0.0
13446238,2645.0,34510.0,35200261,0.0
13462631,399560.0,331146.0,35204557,33230.0
14249067,330.0,5943.0,35204715,0.0
13446251,6400.0,7032.0,35202547,0.0
30059633,38795.0,176510.0,35200658,0.0
13454450,10175.0,27791.0,35202377,61690.0
13446257,660.0,9871.0,35200238,0.0
14019704,443320.0,371291.0,35200919,96545.0
13446270,310.0,2163.0,35200336,0.0
20089987,29040.0,108623.0,35201249,0.0
13454474,17215.0,59898.0,35202141,0.0
13462667,416745.0,358919.0,35200977,94445.0
13454479,450.0,4374.0,35201826,0.0
13462678,143700.0,268199.0,35200716,18730.0
13462680,469285.0,432671.0,35200791,84650.0
13446296,6770.0,20685.0,35200339,0.0
13462683,38700.0,176966.0,35200664,0.0
13462686,21335.0,83972.0,35204736,0.0
13454506,90.0,1467.0,35202084,0.0
20090029,33390.0,128772.0,35201251,0.0
13446319,575.0,7483.0,35200268,0.0
13462707,40290.0,178747.0,35200678,0.0
13462712,464760.0,414594.0,35200754,81365.0
13454520,175.0,4462.0,35203496,0.0
13446329,525.0,2784.0,35204215,0.0
13462718,465385.0,446252.0,35203991,84290.0
13462719,25340.0,93311.0,35201383,0.0
14675137,346780.0,313210.0,35200955,47030.0
13454529,10310.0,27913.0,35202347,77445.0
13462723,29150.0,138434.0,35201173,1170.0
13454552,10305.0,27819.0,35202343,69395.0
13454559,90.0,434.0,35201828,0.0
13446369,660.0,9858.0,35200237,0.0
30059749,85.0,488.0,35203735,0.0
14232816,39585.0,181660.0,35200654,0.0
13454580,13315.0,39025.0,35202351,58070.0
13454583,225.0,1316.0,35201962,0.0
13454593,13310.0,38747.0,35204202,49895.0
14658819,219935.0,283346.0,35203811,27850.0
13446404,285.0,3811.0,35203657,0.0
13462789,421395.0,362297.0,35200976,94025.0
14069000,61250.0,216083.0,35204555,1170.0
13454603,2785.0,4772.0,35203098,0.0
13446418,310.0,2155.0,35200335,0.0
30059801,820.0,8331.0,35203718,0.0
13446426,6150.0,22260.0,35200292,0.0
13454624,2870.0,4641.0,35201842,0.0
13446433,2305.0,34449.0,35200260,0.0
13446439,6215.0,22631.0,35200394,0.0
30010665,600.0,4761.0,35203317,0.0
14003509,234530.0,305405.0,35201150,28605.0
13454649,13305.0,39059.0,35202349,65160.0
14003514,233950.0,300906.0,35201152,28605.0
13462852,330.0,597.0,35203003,0.0
30076232,1380.0,7762.0,35202403,0.0
13462861,359815.0,319530.0,35201153,62180.0
14003548,363310.0,323465.0,35201113,67310.0
14658910,41760.0,200945.0,35200641,0.0
13462878,116405.0,247929.0,35200694,0.0
20041059,1125.0,4878.0,35202134,0.0
13446500,275.0,673.0,35203660,0.0
13462894,226325.0,290690.0,35201145,21140.0
14019950,454605.0,389298.0,35200915,96745.0
13454708,13175.0,38917.0,35204279,54505.0
14019972,459295.0,401824.0,35201027,97030.0
13462917,428825.0,368824.0,35200981,94165.0
13446535,525.0,2784.0,35204213,0.0
13446539,6260.0,22744.0,35200396,0.0
13454732,175.0,4391.0,35203494,0.0
13446541,6730.0,20879.0,35200338,0.0
13446543,1290.0,7158.0,35203755,0.0
30100884,880.0,7059.0,35202476,0.0
13446548,335.0,1746.0,35204884,0.0
30109081,235.0,2172.0,35204321,0.0
13446555,6690.0,20823.0,35204323,0.0
13454751,2705.0,16683.0,35203276,0.0
14658975,50.0,1559.0,35204781,0.0
13462950,38615.0,175895.0,35203803,0.0
14020009,461960.0,410736.0,35201026,97115.0
20041141,1135.0,4762.0,35202131,0.0
14036405,458820.0,394839.0,35204470,60795.0
30109109,52980.0,182090.0,35201488,0.0
13462966,133760.0,251402.0,35200705,0.0
14003648,406475.0,349701.0,35201157,88305.0
30100934,2725.0,8584.0,35200454,0.0
30076362,3500.0,15112.0,35201603,0.0
13462986,472875.0,435454.0,35201055,102040.0
13454796,10030.0,27113.0,35202386,39105.0
14036433,452150.0,394402.0,35204469,72595.0
13446609,660.0,9829.0,35200236,0.0
13462998,27355.0,135943.0,35203239,0.0
13446615,180.0,2585.0,35203375,0.0
13446616,325.0,5325.0,35200291,0.0
14011866,466695.0,421094.0,35201069,101645.0
13446619,6255.0,7390.0,35202548,0.0
30027226,45.0,3464.0,35203746,0.0
13454817,100.0,636.0,35202722,0.0
13454826,1155.0,4474.0,35202135,0.0
14036461,395565.0,248342.0,35204229,82115.0
13463024,471965.0,433965.0,35201045,101970.0
13463024,471965.0,433965.0,35201054,101970.0
13463025,70.0,796.0,35201714,0.0
13463035,39835.0,176795.0,35200676,0.0
13454850,1765.0,24391.0,35201823,0.0
13467750,35010.0,84772.0,35204188,8950.0
13446664,4530.0,22321.0,35200393,0.0
13454856,2870.0,4698.0,35203094,0.0
14003722,401755.0,338672.0,35201110,90410.0
14036494,395505.0,244734.0,35200829,82115.0
13454864,2765.0,16736.0,35203271,0.0
30109205,83120.0,205259.0,35202264,8545.0
14036501,142105.0,221120.0,35202935,3355.0
30109208,82865.0,204033.0,35202263,8545.0
30101030,2865.0,22128.0,35204063,0.0
13454892,3665.0,15256.0,35204355,0.0
14020141,449240.0,394660.0,35200795,85050.0
13454900,1840.0,24368.0,35201824,0.0
13463095,38255.0,173653.0,35200665,0.0
14044726,422520.0,314703.0,35202847,84580.0
13446721,6770.0,20957.0,35200361,0.0
13446723,285.0,3278.0,35203659,0.0
13446732,660.0,9784.0,35200242,0.0
13454927,136490.0,190986.0,35202383,360.0
13463125,477535.0,483384.0,35202823,95320.0
13454936,440.0,459.0,35202091,0.0
13463131,138580.0,225162.0,35201170,7325.0
13463150,481030.0,472375.0,35200755,86225.0
13454967,280.0,4291.0,35201830,0.0
13463161,36445.0,159596.0,35203233,0.0
30060154,865.0,6104.0,35203261,0.0
13463165,465960.0,417403.0,35201051,101405.0
13463168,2930.0,24275.0,35202992,0.0
13446788,1290.0,6944.0,35203675,0.0
13463174,474180.0,443897.0,35201040,101945.0
30101130,535.0,7565.0,35200265,0.0
14003855,409370.0,337281.0,35201078,110440.0
13454994,33375.0,83731.0,35202139,0.0
20041363,10010.0,27734.0,35202393,40175.0
13446802,330.0,1691.0,35204318,0.0
30092956,1275.0,15451.0,35204105,0.0
13455005,6400.0,8308.0,35201959,0.0
13446818,380.0,5794.0,35200271,0.0
13446821,370.0,4207.0,35200273,0.0
13446823,6395.0,7335.0,35202550,0.0
13463212,37525.0,168119.0,35203232,0.0
30092973,1475.0,16894.0,35201999,0.0
13446830,660.0,9800.0,35200243,0.0
13463219,471295.0,440818.0,35204562,85430.0
13455030,1885.0,24373.0,35201917,0.0
13455037,2815.0,16814.0,35203277,0.0
13446846,200.0,3873.0,35203658,0.0
30060227,135310.0,264104.0,35203878,0.0
13455044,2870.0,4684.0,35203097,0.0
13446854,6235.0,22731.0,35200395,0.0
13455051,10700.0,28710.0,35202380,35400.0
13455056,23130.0,120419.0,35203528,0.0
13463258,483300.0,490767.0,35204578,95650.0
30084828,260.0,1592.0,35204402,0.0
14044894,101225.0,218030.0,35201376,0.0
13455084,1125.0,4830.0,35202133,0.0
13446893,6340.0,22819.0,35200392,0.0
13455086,78625.0,132487.0,35202695,360.0
13463284,31945.0,121537.0,35201250,0.0
13455094,1095.0,1966.0,35203485,0.0
13446907,1290.0,6600.0,35203672,0.0
30084860,255.0,2211.0,35203640,0.0
13463294,50.0,325.0,35200670,0.0
13463295,68270.0,220541.0,35203221,0.0
13455108,2760.0,16835.0,35204207,0.0
13455112,6545.0,8447.0,35202089,0.0
13446926,720.0,3468.0,35202549,0.0
13455122,1885.0,24562.0,35201914,0.0
13463316,2255.0,15665.0,35201713,0.0
14642969,215.0,5979.0,35204712,0.0
13463323,130760.0,219683.0,35201171,6360.0
14036765,9820.0,27783.0,35202360,57600.0
13463329,484205.0,495914.0,35204620,95560.0
14020387,470580.0,431905.0,35204902,95080.0
13463344,1545.0,9808.0,35204095,0.0
13455155,400.0,4167.0,35201838,0.0
30093107,2420.0,17019.0,35204356,0.0
13463364,1745.0,10588.0,35201259,0.0
14044996,226725.0,297253.0,35201114,27605.0
14004038,427975.0,368085.0,35204155,93765.0
30093127,3295.0,1435.0,35200472,0.0
30060360,2165.0,35596.0,35204267,0.0
13463369,136365.0,257036.0,35200703,0.0
14012233,446610.0,380110.0,35200987,102425.0
20033353,388525.0,334193.0,35201008,93705.0
30035786,166120.0,237085.0,35201453,11150.0
30011209,162390.0,310392.0,35202886,30440.0
13463376,469595.0,434044.0,35204564,85140.0
13463377,358455.0,314114.0,35204629,60995.0
14020452,344770.0,297417.0,35201416,52025.0
13455217,171550.0,228561.0,35202341,685.0
14020465,347480.0,303148.0,35201445,54440.0
13455221,10700.0,28710.0,35202381,35400.0
13463420,94630.0,236213.0,35203224,0.0
13455229,13305.0,39031.0,35202339,35590.0
14004094,426405.0,364852.0,35200983,93790.0
13463426,1080.0,840.0,35202820,0.0
13463427,37535.0,171367.0,35203230,0.0
13447048,60.0,1778.0,35204120,0.0
14045065,48010.0,170509.0,35201291,0.0
13455246,6365.0,8253.0,35202088,0.0
14045085,418990.0,354135.0,35201013,90090.0
30035870,235.0,8519.0,35202016,0.0
13447090,920.0,3422.0,35202577,0.0
14020535,448395.0,385662.0,35201020,97785.0
13463482,137160.0,220636.0,35201400,6495.0
30093244,3585.0,16360.0,35202735,0.0
13447102,915.0,6441.0,35203373,0.0
30076862,480230.0,485632.0,35202821,94980.0
14020544,425340.0,322059.0,35202850,85950.0
14069700,26090.0,94831.0,35201391,0.0
13463496,474535.0,446122.0,35201038,101575.0
13455310,3685.0,15902.0,35204056,0.0
13447120,335.0,416.0,35202554,0.0
14184403,0.0,951.0,35204745,0.0
14004181,402800.0,348183.0,35200996,97825.0
13455322,39840.0,91080.0,35202138,360.0
30093274,3640.0,15895.0,35202733,0.0
30093280,3775.0,16603.0,35204057,0.0
14020579,444240.0,360750.0,35200897,97840.0
30085098,3745.0,16831.0,35201576,185.0
13447146,1290.0,7288.0,35203673,0.0
13455339,3775.0,17235.0,35202727,0.0
13455344,10700.0,28710.0,35202323,33665.0
13463540,456450.0,397150.0,35201050,101245.0
13447156,60.0,1778.0,35204174,0.0
30044160,1355.0,4074.0,35200144,0.0
13463557,196375.0,263135.0,35201161,9240.0
30035973,82060.0,186609.0,35204073,0.0
13447182,0.0,1078.0,35204133,0.0
14045198,421975.0,311777.0,35202846,84130.0
30044176,1190.0,1947.0,35203948,0.0
14045206,360930.0,321199.0,35204627,62180.0
13455383,119410.0,183957.0,35202636,360.0
13463576,449470.0,383856.0,35201065,101095.0
13455386,310.0,4412.0,35201831,0.0
13455387,2770.0,16741.0,35203269,0.0
13447192,850.0,6898.0,35204771,0.0
13463583,143555.0,234429.0,35201168,7325.0
13463594,448610.0,382417.0,35200986,102645.0
30101551,449455.0,383329.0,35201064,101095.0
13463601,2405.0,15692.0,35201730,0.0
20033592,365715.0,324958.0,35204625,62180.0
13455424,2870.0,4592.0,35203095,0.0
30101574,224265.0,299565.0,35200969,49325.0
